journal_id,journal_name,journal_name_short,issn,impact_factor,h_index,citescore,overall_score,cas_quartile,big_category,sub_category,sci_indexed,oa_status,acceptance_rate,review_cycle,views,fields,detail_url,article_url
5832,Metabolomics,METABOLOMICS,1573-3882,3.3,65,5.5,6.3,3区,医学,内分泌学与代谢,SCIE,No,约50%,约3.0个月,67393,生命科学,https://letpub.com.cn/index.php?journalid=5832&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=5832&xuanxiangk_id=2#xuanxk_3
5836,Metallomics,METALLOMICS,1756-5901,2.9,59,5.5,7.3,3区,生物学,生化与分子生物学,SCIE,No,约75%,约1.0个月,50926,生命科学,https://letpub.com.cn/index.php?journalid=5836&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=5836&xuanxiangk_id=2#xuanxk_3
5859,Micro & Nano Letters,MICRO NANO LETT,1750-0443,2.4,26,3.3,5.5,4区,材料科学,材料科学：综合,SCIE,No,容易,约1.8个月,205761,信息科学,https://letpub.com.cn/index.php?journalid=5859&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=5859&xuanxiangk_id=2#xuanxk_3
5862,Microbial Cell Factories,MICROB CELL FACT,1475-2859,4.9,80,8.3,7.8,2区,生物学,生物工程与应用微生物,SCIE,Yes,较易,约1.0个月,144287,生命科学,https://letpub.com.cn/index.php?journalid=5862&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=5862&xuanxiangk_id=2#xuanxk_3
5866,MICROBIOLOGICAL RESEARCH,MICROBIOL RES,0944-5013,6.9,66,12.2,7.9,2区,生物学,微生物学,SCIE,No,约66.66%,平均3月,201539,生命科学,https://letpub.com.cn/index.php?journalid=5866&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=5866&xuanxiangk_id=2#xuanxk_3
5870,MICROBIOLOGY-SGM,Mic; Microbiology-SGM,1350-0872,3.5,163,5.1,5.5,4区,生物学,微生物学,SCI SCIE,Yes,容易,约3.0个月,40148,生命科学,https://letpub.com.cn/index.php?journalid=5870&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=5870&xuanxiangk_id=2#xuanxk_3
5876,MICROELECTRONICS JOURNAL,MICROELECTRON J,0026-2692,2.3,59,4.3,6.2,3区,工程技术,工程：电子与电气,SCIE,No,容易,约3.0个月,98773,信息科学,https://letpub.com.cn/index.php?journalid=5876&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=5876&xuanxiangk_id=2#xuanxk_3
5885,MICROSCOPY RESEARCH AND TECHNIQUE,MICROSC RES TECHNIQ,1059-910X,2.1,110,5.7,5.5,3区,工程技术,显微镜技术,SCI SCIE,No,容易,约1.0个月,54510,生命科学|医药科学,https://letpub.com.cn/index.php?journalid=5885&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=5885&xuanxiangk_id=2#xuanxk_3
5889,MICROWAVE AND OPTICAL TECHNOLOGY LETTERS,MICROW OPT TECHN LET,0895-2477,1.2,68,2.6,5.7,4区,工程技术,工程：电子与电气,SCIE,No,50%,约6.0个月,158361,信息科学,https://letpub.com.cn/index.php?journalid=5889&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=5889&xuanxiangk_id=2#xuanxk_3
5890,MICROWAVE JOURNAL,MICROWAVE J,0192-6225,0.3,25,0.5,5.2,4区,计算机科学,工程：电子与电气,SCIE,No,容易,约1.0个月,51936,信息科学,https://letpub.com.cn/index.php?journalid=5890&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=5890&xuanxiangk_id=2#xuanxk_3
5891,MICROWAVES & RF,MICROWAVES RF,0745-2993,0.0,13,0.2,3.8,未录,,,无,No,容易,约2.5个月,22489,信息科学,https://letpub.com.cn/index.php?journalid=5891&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=5891&xuanxiangk_id=2#xuanxk_3
5918,Mitochondrial DNA,MITOCHONDR DNA,1940-1736,0.0,27,0.0,3.7,未录,,,无,No,约83.33%,约3.3个月,47789,生命科学,https://letpub.com.cn/index.php?journalid=5918&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=5918&xuanxiangk_id=2#xuanxk_3
5928,MODERN PHYSICS LETTERS B,MOD PHYS LETT B,0217-9849,2.2,40,4.0,5.8,4区,物理与天体物理,物理：应用,SCI SCIE,No,容易,约2.0个月,177476,计算机科学|信息科学,https://letpub.com.cn/index.php?journalid=5928&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=5928&xuanxiangk_id=2#xuanxk_3
5931,MOLECULAR & CELLULAR PROTEOMICS,MOL CELL PROTEOMICS,1535-9476,5.5,169,10.1,7.7,2区,生物学,生化研究方法,SCI SCIE,No,66%,约3.0个月,125025,生命科学,https://letpub.com.cn/index.php?journalid=5931&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=5931&xuanxiangk_id=2#xuanxk_3
5934,MOLECULAR AND CELLULAR BIOCHEMISTRY,MOL CELL BIOCHEM,0300-8177,3.7,115,9.0,6.6,3区,生物学,细胞生物学,SCI SCIE,No,约62%,约1.7个月,152037,生命科学,https://letpub.com.cn/index.php?journalid=5934&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=5934&xuanxiangk_id=2#xuanxk_3
5940,MOLECULAR BIOLOGY,MOL BIOL+,0026-8933,1.2,20,1.6,5.1,4区,生物学,生化与分子生物学,SCIE,No,容易,约3.0个月,52817,生物信息学,https://letpub.com.cn/index.php?journalid=5940&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=5940&xuanxiangk_id=2#xuanxk_3
5941,MOLECULAR BIOLOGY AND EVOLUTION,MOL BIOL EVOL,0737-4038,5.3,197,21.1,8.8,1区,生物学,遗传学,SCI SCIE,No,很难,约1.0个月,171359,生命科学,https://letpub.com.cn/index.php?journalid=5941&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=5941&xuanxiangk_id=2#xuanxk_3
5943,MOLECULAR BIOLOGY REPORTS,MOL BIOL REP,0301-4851,2.8,62,5.0,6.1,4区,生物学,生化与分子生物学,SCI SCIE,No,约45.88%,约6.0个月,220006,生命科学,https://letpub.com.cn/index.php?journalid=5943&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=5943&xuanxiangk_id=2#xuanxk_3
5944,Molecular BioSystems,MOL BIOSYST,1742-206X,0.0,82,2.94,4.5,未录,,,无,No,约50%,平均1.7月,61124,生命科学,https://letpub.com.cn/index.php?journalid=5944&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=5944&xuanxiangk_id=2#xuanxk_3
5950,MOLECULAR CARCINOGENESIS,MOL CARCINOGEN,0899-1987,3.2,88,4.9,7.4,4区,医学,生化与分子生物学,SCI SCIE,No,约50%,平均2月,91601,医药科学,https://letpub.com.cn/index.php?journalid=5950&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=5950&xuanxiangk_id=2#xuanxk_3
5955,MOLECULAR DIVERSITY,MOL DIVERS,1381-1991,3.8,54,8.5,5.8,2区,化学,应用化学,SCIE,No,较易,约3.8个月,72246,医药科学,https://letpub.com.cn/index.php?journalid=5955&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=5955&xuanxiangk_id=2#xuanxk_3
5959,MOLECULAR GENETICS AND GENOMICS,MOL GENET GENOMICS,1617-4615,2.1,111,4.6,6.4,3区,生物学,生化与分子生物学,SCI SCIE,No,较易,约1.0个月,97996,生命科学,https://letpub.com.cn/index.php?journalid=5959&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=5959&xuanxiangk_id=2#xuanxk_3
5964,MOLECULAR IMAGING AND BIOLOGY,MOL IMAGING BIOL,1536-1632,2.5,63,5.5,6.3,4区,医学,核医学,SCIE,No,一般,约3.0个月,31377,生命科学,https://letpub.com.cn/index.php?journalid=5964&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=5964&xuanxiangk_id=2#xuanxk_3
5965,MOLECULAR IMMUNOLOGY,MOL IMMUNOL,0161-5890,3.0,113,7.0,6.5,3区,医学,生化与分子生物学,SCI SCIE,No,约62.5%,约2.0个月,111253,生命科学,https://letpub.com.cn/index.php?journalid=5965&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=5965&xuanxiangk_id=2#xuanxk_3
5971,MOLECULAR MICROBIOLOGY,MOL MICROBIOL,0950-382X,2.6,226,6.5,7.0,3区,生物学,微生物学,SCI SCIE,No,较难,约2.0个月,120459,生命科学|医药科学,https://letpub.com.cn/index.php?journalid=5971&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=5971&xuanxiangk_id=2#xuanxk_3
5974,MOLECULAR NUTRITION & FOOD RESEARCH,MOL NUTR FOOD RES,1613-4125,4.2,114,8.4,8.1,3区,医学,食品科技,SCI SCIE,No,很难,约1.0个月,198084,生命科学,https://letpub.com.cn/index.php?journalid=5974&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=5974&xuanxiangk_id=2#xuanxk_3
5978,MOLECULAR PHARMACEUTICS,Mol. Pharmaceutics,1543-8384,4.5,110,7.8,7.9,2区,医学,药学,SCIE,Transformative,约50%,约2.0个月,196537,生命科学|医药科学|肿瘤学,https://letpub.com.cn/index.php?journalid=5978&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=5978&xuanxiangk_id=2#xuanxk_3
5980,MOLECULAR PHYLOGENETICS AND EVOLUTION,MOL PHYLOGENET EVOL,1055-7903,3.6,142,7.5,7.7,1区,生物学,生化与分子生物学,SCI SCIE,No,约37.5%,约12.0个月,95303,生命科学,https://letpub.com.cn/index.php?journalid=5980&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=5980&xuanxiangk_id=2#xuanxk_3
5982,Molecular Plant,MOL PLANT,1674-2052,24.1,85,28.2,7.2,1区,生物学,生化与分子生物学,SCIE,Yes,约41.66%,约1.0个月,230730,生命科学,https://letpub.com.cn/index.php?journalid=5982&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=5982&xuanxiangk_id=2#xuanxk_3
5984,MOLECULAR PLANT-MICROBE INTERACTIONS,MOL PLANT MICROBE IN,0894-0282,3.5,137,7.5,6.8,3区,生物学,生化与分子生物学,SCI SCIE,No,较难,约3.0个月,87819,生命科学,https://letpub.com.cn/index.php?journalid=5984&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=5984&xuanxiangk_id=2#xuanxk_3
5991,MOLECULES,MOLECULES,1420-3049,4.6,116,8.6,7.4,3区,化学,生化与分子生物学,SCIE,Yes,约58.5%,约2.0个月,1271137,生命科学|医药科学,https://letpub.com.cn/index.php?journalid=5991&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=5991&xuanxiangk_id=2#xuanxk_3
6001,MOTOR CONTROL,MOTOR CONTROL,1087-1640,1.4,41,2.2,5.0,4区,医学,神经科学,SCIE,No,容易,>12周，或约稿,18363,生命科学|神经科学、认知科学与心理学,https://letpub.com.cn/index.php?journalid=6001&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=6001&xuanxiangk_id=2#xuanxk_3
6005,MOVEMENT DISORDERS,MOVEMENT DISORD,0885-3185,7.6,174,13.2,9.0,1区,,,,,,,,ISSN补录,https://letpub.com.cn/index.php?journalid=6005&page=journalapp&view=detail,
6009,MULTIDIMENSIONAL SYSTEMS AND SIGNAL PROCESSING,MULTIDIM SYST SIGN P,0923-6082,1.8,33,7.3,5.8,4区,工程技术,计算机：理论方法,SCI SCIE,No,容易,约9.8个月,54067,信息科学,https://letpub.com.cn/index.php?journalid=6009&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=6009&xuanxiangk_id=2#xuanxk_3
6011,MULTIMEDIA SYSTEMS,MULTIMEDIA SYST,0942-4962,3.1,53,6.0,6.8,4区,计算机科学,计算机：信息系统,SCI SCIE,No,容易,约3.0个月,176726,计算机科学|信息科学,https://letpub.com.cn/index.php?journalid=6011&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=6011&xuanxiangk_id=2#xuanxk_3
6012,MULTIMEDIA TOOLS AND APPLICATIONS,MULTIMED TOOLS APPL,1380-7501,0.0,52,7.7,6.4,未录,,,无,No,容易,约4.8个月,583246,计算机科学|计算机应用技术|信息科学,https://letpub.com.cn/index.php?journalid=6012&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=6012&xuanxiangk_id=2#xuanxk_3
6013,Multiple Sclerosis Journal,MULT SCLER,1352-4585,5.0,111,9.2,6.9,2区,,,,,,,,ISSN补录,https://letpub.com.cn/index.php?journalid=6013&page=journalapp&view=detail,
6019,MUTATION RESEARCH-GENETIC TOXICOLOGY AND ENVIRONMENTAL MUTAGENESIS,MUTAT RES-GEN TOX EN,1383-5718,2.5,102,4.4,6.2,4区,医学,生物工程与应用微生物,SCI SCIE,No,容易,约1.0个月,20001,生命科学,https://letpub.com.cn/index.php?journalid=6019&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=6019&xuanxiangk_id=2#xuanxk_3
6023,MYCOPATHOLOGIA,MYCOPATHOLOGIA,0301-486X,2.9,64,5.7,5.2,2区,生物学,真菌学,SCI SCIE,No,容易,约3.0个月,33285,生命科学,https://letpub.com.cn/index.php?journalid=6023&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=6023&xuanxiangk_id=2#xuanxk_3
6025,MYCOSCIENCE,MYCOSCIENCE,1340-3540,1.4,40,2.9,5.1,4区,生物学,真菌学,SCIE,No,容易,约3.0个月,24866,生命科学,https://letpub.com.cn/index.php?journalid=6025&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=6025&xuanxiangk_id=2#xuanxk_3
6032,NANO LETTERS,Nano Lett.,1530-6984,9.1,430,14.9,9.2,2区,材料科学,化学：综合,SCI SCIE,Transformative,50%,约1.3个月,974067,信息科学,https://letpub.com.cn/index.php?journalid=6032&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=6032&xuanxiangk_id=2#xuanxk_3
6035,Nanomedicine,NANOMEDICINE-UK,1743-5889,3.9,93,6.4,7.7,4区,医学,生物工程与应用微生物,SCIE,No,约25%,约6.0个月,142745,医药科学|肿瘤学,https://letpub.com.cn/index.php?journalid=6035&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=6035&xuanxiangk_id=2#xuanxk_3
6036,Nanomedicine-Nanotechnology Biology and Medicine,NANOMED-NANOTECHNOL,1549-9634,4.6,106,10.4,7.8,3区,医学,医学：研究与实验,SCIE,No,约31.25%,约6.0个月,117510,生命科学,https://letpub.com.cn/index.php?journalid=6036&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=6036&xuanxiangk_id=2#xuanxk_3
6037,Nanoscale,NANOSCALE,2040-3364,5.1,176,9.9,8.1,3区,材料科学,化学：综合,SCI SCIE,No,81%,约1.4个月,1652314,生命科学|信息科学,https://letpub.com.cn/index.php?journalid=6037&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=6037&xuanxiangk_id=2#xuanxk_3
6049,Natural Product Communications,NAT PROD COMMUN,1934-578X,1.4,35,2.6,5.4,4区,医学,药物化学,SCIE,No,约95%,约1.0个月,98597,医药科学,https://letpub.com.cn/index.php?journalid=6049&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=6049&xuanxiangk_id=2#xuanxk_3
6054,NATURE,NATURE,0028-0836,48.5,1096,78.1,9.4,1区,综合性期刊,综合性期刊,SCI SCIE,No,约10.62%,约6.5个月,1126996,综合,https://letpub.com.cn/index.php?journalid=6054&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=6054&xuanxiangk_id=2#xuanxk_3
6055,NATURE BIOTECHNOLOGY,NAT BIOTECHNOL,1087-0156,41.7,399,58.8,9.9,1区,生物学,生物工程与应用微生物,SCI SCIE,No,极难,约3.0个月,221641,生命科学,https://letpub.com.cn/index.php?journalid=6055&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=6055&xuanxiangk_id=2#xuanxk_3
6056,NATURE CELL BIOLOGY,NAT CELL BIOL,1465-7392,19.5,337,25.2,9.6,1区,生物学,细胞生物学,SCI SCIE,No,约5%,约3.0个月,163181,生命科学,https://letpub.com.cn/index.php?journalid=6056&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=6056&xuanxiangk_id=2#xuanxk_3
6057,Nature Chemical Biology,NAT CHEM BIOL,1552-4450,13.7,182,21.5,9.0,1区,生物学,生化与分子生物学,SCI SCIE,No,很难,约12.0个月,153309,生命科学,https://letpub.com.cn/index.php?journalid=6057&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=6057&xuanxiangk_id=2#xuanxk_3
8411,Nature Communications,NAT COMMUN,2041-1723,15.7,248,23.4,8.8,1区,,,,,,,,ISSN补录,https://letpub.com.cn/index.php?journalid=8411&page=journalapp&view=detail,
6062,NATURE MATERIALS,NAT MATER,1476-1122,38.5,403,61.8,9.8,1区,材料科学,材料科学：综合,SCI SCIE,No,50%,约5.4个月,489502,生命科学,https://letpub.com.cn/index.php?journalid=6062&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=6062&xuanxiangk_id=2#xuanxk_3
6063,NATURE MEDICINE,NAT MED,1078-8956,50.0,497,82.4,9.7,1区,医学,生化与分子生物学,SCI SCIE,No,约15%,约1.0个月,242620,医药科学,https://letpub.com.cn/index.php?journalid=6063&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=6063&xuanxiangk_id=2#xuanxk_3
6064,NATURE METHODS,NAT METHODS,1548-7091,32.1,257,49.0,9.7,1区,生物学,生化研究方法,SCI SCIE,No,极难,约1.0个月,184043,生命科学,https://letpub.com.cn/index.php?journalid=6064&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=6064&xuanxiangk_id=2#xuanxk_3
6069,Nature Protocols,NAT PROTOC,1754-2189,16.0,206,27.6,9.2,2区,生物学,生化研究方法,SCIE,No,较难,约3.0个月,166659,生命科学,https://letpub.com.cn/index.php?journalid=6069&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=6069&xuanxiangk_id=2#xuanxk_3
6094,NDT & E INTERNATIONAL,NDT&E INT,0963-8695,4.5,78,6.8,7.7,2区,材料科学,材料科学：表征与测试,SCI SCIE,No,较易,约3.0个月,158966,信息科学,https://letpub.com.cn/index.php?journalid=6094&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=6094&xuanxiangk_id=2#xuanxk_3
6123,NEURAL COMPUTING & APPLICATIONS,NEURAL COMPUT APPL,0941-0643,0.0,57,11.7,7.5,未录,,,无,No,50%,约9.0个月,752367,计算机科学|计算机应用技术|信息科学,https://letpub.com.cn/index.php?journalid=6123&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=6123&xuanxiangk_id=2#xuanxk_3
6126,NEURAL NETWORKS,NEURAL NETWORKS,0893-6080,6.3,128,10.6,8.3,2区,计算机科学,计算机：人工智能,SCI SCIE,No,较易,约12.0个月,666106,模式识别|信息科学,https://letpub.com.cn/index.php?journalid=6126&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=6126&xuanxiangk_id=2#xuanxk_3
6128,NEURAL PROCESSING LETTERS,NEURAL PROCESS LETT,1370-4621,2.8,45,6.0,6.7,4区,计算机科学,计算机：人工智能,SCIE,Yes,容易,约3.0个月,280287,人工智能与知识工程|信息科学,https://letpub.com.cn/index.php?journalid=6128&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=6128&xuanxiangk_id=2#xuanxk_3
6129,Neural Regeneration Research,NEURAL REGEN RES,1673-5374,6.7,24,8.8,6.3,2区,医学,细胞生物学,SCIE,Yes,约70.71%,约1.0个月,135749,生命科学|神经科学、认知科学与心理学|神经生物学,https://letpub.com.cn/index.php?journalid=6129&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=6129&xuanxiangk_id=2#xuanxk_3
6137,NEUROCHEMICAL RESEARCH,NEUROCHEM RES,0364-3190,3.8,105,8.1,6.8,3区,医学,生化与分子生物学,SCI SCIE,No,约62.5%,约6.0个月,92182,医药科学|神经系统和精神疾病,https://letpub.com.cn/index.php?journalid=6137&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=6137&xuanxiangk_id=2#xuanxk_3
6138,NEUROCHEMISTRY INTERNATIONAL,NEUROCHEM INT,0197-0186,4.0,111,8.9,7.6,3区,医学,生化与分子生物学,SCI SCIE,No,容易,约6.0个月,62783,生命科学|医药科学|神经科学、认知科学与心理学|神经生物学,https://letpub.com.cn/index.php?journalid=6138&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=6138&xuanxiangk_id=2#xuanxk_3
6141,NEUROCOMPUTING,NEUROCOMPUTING,0925-2312,6.5,110,13.6,8.2,2区,计算机科学,计算机：人工智能,SCIE,No,80%,约5.7个月,1706888,计算机科学|模式识别|计算机应用技术|信息科学,https://letpub.com.cn/index.php?journalid=6141&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=6141&xuanxiangk_id=2#xuanxk_3
6150,NEUROIMAGE,NEUROIMAGE,1053-8119,4.5,320,10.8,8.1,2区,医学,神经成像,SCI SCIE,Yes,较难,约2.0个月,205921,生命科学|神经科学、认知科学与心理学,https://letpub.com.cn/index.php?journalid=6150&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=6150&xuanxiangk_id=2#xuanxk_3
6175,NEUROPHARMACOLOGY,NEUROPHARMACOLOGY,0028-3908,4.6,150,9.4,7.8,2区,医学,药学,SCI SCIE,No,约75%,约1.0个月,120772,医药科学,https://letpub.com.cn/index.php?journalid=6175&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=6175&xuanxiangk_id=2#xuanxk_3
6179,Neuropsychologia,NEUROPSYCHOLOGIA,0028-3932,2.0,187,4.3,6.4,3区,心理学,行为科学,SCI SCIE,No,约50%,平均3月,51562,生命科学|神经科学、认知科学与心理学|心理学,https://letpub.com.cn/index.php?journalid=6179&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=6179&xuanxiangk_id=2#xuanxk_3
6185,NEURORADIOLOGY,NEURORADIOLOGY,0028-3940,2.6,87,5.5,6.4,3区,,,,,,,,ISSN补录,https://letpub.com.cn/index.php?journalid=6185&page=journalapp&view=detail,
6188,NEUROSCIENCE,NEUROSCIENCE,0306-4522,2.8,204,5.6,6.9,4区,医学,神经科学,SCI SCIE,No,约50%,约1.0个月,197759,生命科学|神经科学、认知科学与心理学|神经生物学,https://letpub.com.cn/index.php?journalid=6188&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=6188&xuanxiangk_id=2#xuanxk_3
6199,NEUROSURGICAL REVIEW,NEUROSURG REV,0344-5607,2.5,52,5.5,6.5,3区,,,,,,,,ISSN补录,https://letpub.com.cn/index.php?journalid=6199&page=journalapp&view=detail,
6207,New Biotechnology,NEW BIOTECHNOL,1871-6784,4.9,74,10.8,7.6,2区,生物学,生化研究方法,SCI SCIE,No,较易,约1.0个月,79747,生命科学,https://letpub.com.cn/index.php?journalid=6207&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=6207&xuanxiangk_id=2#xuanxk_3
6209,NEW ENGLAND JOURNAL OF MEDICINE,NEW ENGL J MED,0028-4793,78.5,933,96.4,10.0,1区,医学,医学：内科,SCI SCIE,No,约8.75%,平均1月,236381,医药科学,https://letpub.com.cn/index.php?journalid=6209&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=6209&xuanxiangk_id=2#xuanxk_3
6217,NEW PHYTOLOGIST,NEW PHYTOL,0028-646X,8.1,210,17.5,8.0,1区,生物学,植物科学,SCI SCIE,No,约25%,约1.0个月,377146,生命科学,https://letpub.com.cn/index.php?journalid=6217&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=6217&xuanxiangk_id=2#xuanxk_3
6229,NICOTINE & TOBACCO RESEARCH,NICOTINE TOB RES,1462-2203,3.0,102,6.7,7.4,3区,,,,,,,,ISSN补录,https://letpub.com.cn/index.php?journalid=6229&page=journalapp&view=detail,
6242,NONLINEAR DYNAMICS,NONLINEAR DYNAM,0924-090X,6.0,97,9.3,8.6,2区,工程技术,工程：机械,SCI SCIE,No,较易,约3.0个月,773425,信息科学,https://letpub.com.cn/index.php?journalid=6242&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=6242&xuanxiangk_id=2#xuanxk_3
6260,Notulae Botanicae Horti Agrobotanici Cluj-Napoca,NOT BOT HORTI AGROBO,0255-965X,1.3,26,2.6,4.8,4区,生物学,植物科学,SCIE,Yes,容易,"较慢,6-12周",22988,生命科学,https://letpub.com.cn/index.php?journalid=6260&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=6260&xuanxiangk_id=2#xuanxk_3
6261,NOVA HEDWIGIA,NOVA HEDWIGIA,0029-5035,1.0,36,1.7,5.0,4区,生物学,植物科学,SCI SCIE,No,容易,约1.0个月,21932,生命科学,https://letpub.com.cn/index.php?journalid=6261&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=6261&xuanxiangk_id=2#xuanxk_3
6270,NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION B-BEAM INTERACTIONS WITH MATERIALS AND ATOMS,NUCL INSTRUM METH B,0168-583X,1.3,106,2.3,5.6,3区,物理与天体物理,核科学技术,SCI SCIE,No,容易,约1.7个月,75944,信息科学,https://letpub.com.cn/index.php?journalid=6270&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=6270&xuanxiangk_id=2#xuanxk_3
6280,NUCLEIC ACIDS RESEARCH,NUCLEIC ACIDS RES,0305-1048,13.1,452,31.7,9.2,2区,生物学,生化与分子生物学,SCI SCIE,Yes,约43.75%,约3.0个月,411614,生命科学|生物信息学,https://letpub.com.cn/index.php?journalid=6280&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=6280&xuanxiangk_id=2#xuanxk_3
6347,OECOLOGIA,OECOLOGIA,0029-8549,2.3,176,5.1,6.7,3区,环境科学与生态学,生态学,SCI SCIE,No,较易,约4.3个月,103798,生命科学,https://letpub.com.cn/index.php?journalid=6347&page=journalapp&view=detail,https://letpub.com.cn/index.php?page=journalapp&view=detail&journalid=6347&xuanxiangk_id=2#xuanxk_3
